PROVIDER ,PRODUCTID,LOAN TYPE,MIN AMT,MAX AMT,TERM,RATE
CETELEM,CETE0007,Prêt Etudes,1250,5000,12,2.99
CETELEM,CETE0007,Prêt Etudes,1250,5000,18,2.99
CETELEM,CETE0007,Prêt Etudes,1250,5000,24,2.99
