PROVIDER ,PRODUCTID,LOAN TYPE,MIN AMT,MAX AMT,TERM,RATE
HELLO BANK,HBNK0005,Appareils Diditaux,500,2500,3,2.4
HELLO BANK,HBNK0005,Appareils Diditaux,500,2500,6,2.4
HELLO BANK,HBNK0005,Appareils Diditaux,500,2500,9,2.4
HELLO BANK,HBNK0005,Appareils Diditaux,500,2500,12,2.4
HELLO BANK,HBNK0005,Appareils Diditaux,500,2500,18,2.4
HELLO BANK,HBNK0005,Appareils Diditaux,1000,2500,24,2.4
